Linac Energy,Theta,Phi,Cross Section
6.0,0.0331086119418611,1.9558716833058576,0.6318997631771974
6.0,-0.7945528059418385,1.4322287476780997,0.5134263527230002
6.0,-0.9262916687791374,0.26189693186743496,0.08132944368597843
6.0,0.8625096240411931,2.6247061106328586,0.2186487907490119
6.0,1.1336746799828576,0.07166757068228434,0.05004439025840807
6.0,1.9568549977036227,1.7302086167091744,0.05602614576921447
6.0,-1.896663377937883,0.6791333572706679,0.07136735886458322
6.0,0.3445688533968809,1.633639600158054,0.4565749700453306
6.0,2.2018556542000978,1.9967229201524868,0.0639329942081333
6.0,-2.8005691085271742,2.80684972910557,0.033600636314378735
6.0,2.447288784664962,3.0527428976079447,0.024199191032647043
6.0,-1.8112159003701016,1.543087968265054,0.14428715598121158
6.0,-2.509890874318897,3.039306299630805,0.02082789249554493
6.0,-3.0111856038452247,1.8013012204677794,0.041254260169911024
6.0,1.1032300946657205,1.6417765062798422,0.30423425077923855
6.0,0.39643033957823315,0.28731010544206786,0.2456869809629162
6.0,-0.4276574782242544,0.12173716868636505,0.3737825663846297
6.0,-1.2559658163389404,2.9157325640349727,0.032901358738153565
6.0,-0.7571822291047261,2.2408093754266027,0.1887293513389085
6.0,-0.2020459577504754,1.7193300075132103,0.6158764062758793
6.0,0.470703563436492,2.9296410406732702,0.1935373182392721
6.0,-0.6649640567892314,3.1034162762577764,0.10755038481455169
6.0,3.1251560314612528,2.2261380207681523,0.021172850626179462
6.0,-2.810851486797294,1.9611148460962786,0.01677187570836149
6.0,-0.4601363810313779,1.0156758855717902,0.4326221100265003
6.0,-2.559657184581953,2.1290355614348693,0.045219749883072646
6.0,-0.07392804851603074,2.376193252515109,0.6190451899147409
6.0,0.5701330150875097,1.0652612326185318,0.4840016339373935
6.0,-0.5592752013692612,0.8999097670794398,0.21407110033401708
6.0,-0.5299030922836439,0.298624192526658,0.2592471777908885
6.0,0.8805427194883659,2.129377602392142,0.08277904816425988
6.0,-0.3097090519072281,2.1007631096862713,0.31327467893508676
6.0,-0.9660254391888414,1.677872914250225,0.2037579188197391
6.0,-2.689447715176976,0.06532230002363654,0.049100230650149124
6.0,1.706663316551598,0.10554543736790292,0.041755236614124204
6.0,0.6004881355719642,1.3882684743298654,0.24204264102614753
6.0,-2.9011533644213428,2.259157460413172,0.042922126019051064
6.0,0.06051811440004684,1.1790500309765701,0.6332511431402537
6.0,-2.8829375401279815,1.4182552318974608,0.07269681419073433
6.0,-3.103353731085365,2.490421661827059,0.052453363236057815
6.0,-1.235600180915939,1.8416104770129718,0.11492756768761588
6.0,-2.5253294245371025,0.6903482938818514,0.14146794877920502
6.0,-1.9282332312920971,0.2961234529452789,0.061611825089033
6.0,0.5191655228834682,1.1512505064533356,0.19234242801933643
6.0,2.059006547011589,1.3571700613816708,0.1515183509029182
6.0,1.457153569706528,2.5172112334590295,0.1187750999405695
6.0,-0.11492112060541926,2.4895477065482874,0.6249510338758801
6.0,0.05083573256550444,0.018804133728818655,0.6222920476902577
6.0,2.0749569355137654,2.4226413343252458,0.20406578252710658
6.0,0.5299547198269319,2.592256934655236,0.2524585897536285
6.0,1.630322287525904,0.45996867634044525,0.0516314179549361
6.0,2.5671734282682372,0.21063865425306622,0.04084947791280436
6.0,-2.7495410744537505,0.10444291719976286,0.037718265818673144
6.0,-2.1527092213319095,0.05002399292735706,0.01886604723246156
6.0,0.2876488065951488,1.0582238506709831,0.5333409622720039
6.0,1.9346171555803835,0.8526384522048571,0.09012369255588448
6.0,-1.253765494240884,1.2772326383825396,0.12142391968833952
6.0,1.306953929980482,3.1044048086809393,0.03913235863351258
6.0,2.8024335604561603,0.9796905511642708,0.04111014530420262
6.0,-2.6545580310675394,1.4543706537754502,0.041868772533549314
6.0,3.1406092528739036,0.8279562380015384,0.054092005004249356
6.0,2.04169160152426,1.5741060449163613,0.1268847637900391
6.0,2.589748542028948,2.779763988124895,0.07421599244369376
6.0,-2.7794205970964603,1.0180978513308099,0.02895775088640475
6.0,1.8622077858335553,2.1738677382782776,0.0726210686599899
6.0,-1.7133064269090457,1.3189066336181945,0.03116046758025169
6.0,2.3232323789850007,1.8762773513130553,0.05036044464838503
6.0,-2.906838300478424,1.1396412601265722,0.029333317325440002
6.0,-0.7576053052348071,2.805082105283981,0.22193968478033987
6.0,-1.4787056419577569,1.6235685213824338,0.042792516587570245
6.0,-2.3730361915815017,0.4931462153966993,0.023814157490794213
6.0,-2.7331602013376224,1.9196737337089267,0.02458108059484993
6.0,-0.5336680556817539,1.7300114274886176,0.29635956565523947
6.0,-0.5714614755781557,2.7464412237105806,0.15167714149933334
6.0,1.5818030037529134,0.9981967943530167,0.12858742568179762
6.0,2.8582414745692244,1.627045697194542,0.09970831894964322
6.0,0.16577642005586135,1.0468186816980576,0.5532604618683482
6.0,-0.5525801663710315,2.23744128582415,0.32216185678035086
